hands,equity,cb,cb_bet200,cb_bet100,cb_bet50,cb_bet25,cb_check,f_bet200,f_bet100,f_bet50,f_bet25,f_check,ev,ev_bet200,ev_bet100,ev_bet50,ev_bet25,ev_check
Jd4d,29.307,0.466,0,0,0.05,0.335,0.081,0.006,0.018,10.663,71.843,17.471,1.3446,1.3447,1.3446,1.3375,1.3463,1.3423
Td9h,29.159,0.432,0,0,0.003,0.374,0.054,0,0.006,0.797,86.624,12.573,1.4011,1.401,1.4011,1.3987,1.4015,1.3988
Td9c,29.159,0.432,0,0,0.003,0.374,0.054,0,0.006,0.797,86.624,12.573,1.4011,1.401,1.4011,1.3987,1.4015,1.3988
Tc9d,29.134,0.432,0,0,0.022,0.367,0.043,0,0,5.016,85.051,9.933,1.4191,1.407,1.4147,1.4157,1.4195,1.4174
Th9d,29.134,0.432,0,0,0.022,0.367,0.043,0,0,5.016,85.051,9.933,1.4191,1.407,1.4147,1.4157,1.4195,1.4174
Tc9h,29.018,0.432,0,0,0.067,0.32,0.045,0.002,0.042,15.538,73.97,10.447,1.3605,1.3605,1.3603,1.3532,1.3625,1.3566
Th9c,29.018,0.432,0,0,0.067,0.32,0.045,0.002,0.042,15.538,73.97,10.447,1.3605,1.3605,1.3603,1.3532,1.3625,1.3566
Th9h,28.973,0.396,0,0,0.011,0.241,0.144,0,0.013,2.744,60.904,36.34,1.3528,1.3526,1.3527,1.3455,1.3547,1.3501
Tc9c,28.973,0.396,0,0,0.011,0.241,0.144,0,0.013,2.744,60.904,36.34,1.3528,1.3526,1.3527,1.3455,1.3547,1.3501
Jh7h,28.201,0.354,0,0,0.004,0.336,0.014,0,0,1.074,94.962,3.964,1.0766,1.0719,1.074,1.0758,1.0766,1.0752
Jc7c,28.201,0.354,0,0,0.004,0.336,0.014,0,0,1.074,94.962,3.964,1.0765,1.0719,1.074,1.0758,1.0766,1.0752
Td6d,28.037,0.564,0,0,0.026,0.488,0.05,0,0,4.593,86.525,8.882,1.4047,1.4045,1.404,1.3998,1.4051,1.4034
9d6d,27.718,0.458,0,0,0.125,0.238,0.095,0.001,0.018,27.301,51.976,20.704,1.5352,1.5353,1.5351,1.5269,1.54,1.5341
Jc6c,26.494,0.544,0,0,0.001,0.392,0.151,0,0,0.135,72.017,27.847,0.9646,0.9504,0.9608,0.9647,0.9656,0.962
Jh6h,26.494,0.544,0,0,0.001,0.392,0.151,0,0,0.135,72.017,27.847,0.9646,0.9504,0.9608,0.9647,0.9656,0.962
Td5d,26.465,0.354,0,0,0.006,0.306,0.042,0,0.003,1.594,86.42,11.983,1.291,1.2909,1.2909,1.2889,1.2912,1.2898
Td4d,26.285,0.356,0,0,0.041,0.267,0.048,0.02,0.036,11.534,74.907,13.503,1.3046,1.3044,1.3044,1.2981,1.3057,1.3039
7d6d,26.136,0.43,0,0,0.021,0.398,0.012,0,0,4.777,92.46,2.764,1.5542,1.5375,1.5421,1.5515,1.5543,1.5534
9d5d,26.069,0.374,0,0,0.001,0.373,0,0,0,0.208,99.73,0.062,1.3916,1.3768,1.3796,1.3909,1.3916,1.3916
Th7h,26.04,0.406,0,0,0.021,0.289,0.096,0.001,0.003,5.138,71.218,23.64,1.1885,1.1885,1.1885,1.1828,1.1901,1.185
Tc7c,26.04,0.406,0,0,0.021,0.289,0.096,0.001,0.003,5.138,71.218,23.64,1.1885,1.1885,1.1885,1.1828,1.1901,1.185
9c7c,25.934,0.38,0,0,0.086,0.107,0.187,0.004,0.04,22.612,28.071,49.273,1.3022,1.3022,1.3021,1.296,1.3088,1.3012
9h7h,25.934,0.38,0,0,0.086,0.107,0.187,0.004,0.04,22.612,28.071,49.274,1.3021,1.3022,1.3021,1.296,1.3088,1.3012
Jh5h,25.929,0.38,0,0,0.004,0.274,0.102,0,0,1.027,72.138,26.835,0.9536,0.9492,0.952,0.9525,0.9546,0.9509
Jc5c,25.929,0.38,0,0,0.004,0.274,0.102,0,0,1.027,72.138,26.835,0.9536,0.9492,0.952,0.9525,0.9546,0.9509
7s6d,25.908,0.102,0,0,0,0.092,0.01,0,0,0,89.719,10.281,1.5704,1.5524,1.5588,1.5699,1.5705,1.5686
7d6s,25.83,0.102,0,0,0,0.097,0.005,0,0,0,94.792,5.208,1.5543,1.5221,1.5348,1.5496,1.5543,1.5539
7s6c,25.816,0.102,0,0,0.013,0.08,0.009,0,0.004,12.912,78.197,8.887,1.5308,1.5299,1.5308,1.5207,1.5327,1.5288
7s6h,25.816,0.102,0,0,0.013,0.08,0.009,0,0.004,12.912,78.197,8.887,1.5308,1.5299,1.5308,1.5207,1.5327,1.5288
7c6s,25.759,0.102,0,0,0.025,0.065,0.012,0.006,0.012,24.372,63.481,12.129,1.5064,1.5063,1.5062,1.4941,1.5115,1.5048
7h6s,25.759,0.102,0,0,0.025,0.065,0.012,0.006,0.012,24.372,63.481,12.129,1.5064,1.5063,1.5062,1.4941,1.5115,1.5048
Jc4c,25.687,0.466,0,0,0.01,0.386,0.07,0,0,2.076,82.91,15.013,0.9711,0.9704,0.9697,0.9701,0.9714,0.9696
Jh4h,25.687,0.466,0,0,0.01,0.386,0.07,0,0,2.076,82.91,15.013,0.9711,0.9704,0.9697,0.9701,0.9714,0.9696
7d5d,24.436,0.45,0,0,0.021,0.341,0.088,0,0,4.74,75.753,19.507,1.4098,1.3981,1.4085,1.4046,1.4109,1.4068
Tc6c,24.371,0.564,0,0,0,0.552,0.011,0,0,0.081,97.897,2.023,1.0383,1.0255,1.0258,1.0379,1.0383,1.0372
Th6h,24.371,0.564,0,0,0,0.552,0.011,0,0,0.081,97.897,2.023,1.0383,1.0255,1.0258,1.0379,1.0383,1.0372
9h6h,24.116,0.458,0,0,0.009,0.322,0.127,0,0.005,1.929,70.37,27.696,1.1595,1.1481,1.1594,1.1568,1.1612,1.1553
9c6c,24.116,0.458,0,0,0.009,0.322,0.127,0,0.005,1.929,70.37,27.696,1.1595,1.1481,1.1594,1.1568,1.1612,1.1553
6d5d,23.715,0.42,0,0,0.025,0.317,0.078,0.001,0.004,5.916,75.461,18.619,1.5028,1.5028,1.5027,1.5002,1.5037,1.5002
7d4d,23.091,0.496,0,0,0,0.473,0.023,0,0,0,95.391,4.609,1.3042,1.2835,1.2887,1.3039,1.3043,1.3039
Th5h,22.76,0.354,0,0,0,0.26,0.094,0,0,0,73.558,26.442,0.9398,0.9316,0.9349,0.9377,0.9405,0.9376
Tc5c,22.76,0.354,0,0,0,0.26,0.094,0,0,0,73.558,26.442,0.9398,0.9316,0.9349,0.9377,0.9405,0.9376
7c6d,22.697,0.102,0,0,0,0.058,0.044,0,0,0,57.087,42.913,1.222,1.2008,1.1877,1.207,1.2242,1.2191
7h6d,22.697,0.102,0,0,0,0.058,0.044,0,0,0,57.087,42.913,1.222,1.2008,1.1877,1.207,1.2242,1.2191
7d6c,22.675,0.102,0,0,0,0.074,0.028,0,0,0,72.607,27.393,1.2269,1.1928,1.1892,1.2147,1.228,1.2239
7d6h,22.675,0.102,0,0,0,0.074,0.028,0,0,0,72.607,27.393,1.2269,1.1928,1.1892,1.2147,1.228,1.2239
7c6h,22.607,0.102,0,0,0.015,0.052,0.035,0,0.007,14.744,50.68,34.569,1.175,1.1748,1.1751,1.168,1.1794,1.1717
7h6c,22.607,0.102,0,0,0.015,0.052,0.035,0,0.007,14.743,50.68,34.569,1.175,1.1748,1.1751,1.168,1.1794,1.1717
Th4h,22.572,0.356,0,0,0,0.272,0.084,0,0,0.01,76.413,23.577,0.9535,0.9515,0.95,0.9534,0.9539,0.9521
Tc4c,22.572,0.356,0,0,0,0.272,0.084,0,0,0.01,76.413,23.577,0.9535,0.9515,0.95,0.9534,0.9539,0.9521
7c6c,22.565,0.43,0,0,0.051,0.228,0.15,0.002,0.008,11.954,53.133,34.904,1.1685,1.1686,1.1687,1.1612,1.1727,1.1648
7h6h,22.565,0.43,0,0,0.051,0.228,0.15,0.002,0.008,11.954,53.133,34.904,1.1685,1.1686,1.1687,1.1612,1.1727,1.1648
9h5h,22.41,0.374,0,0,0,0.371,0.003,0,0,0,99.119,0.881,1.0223,1.0128,1.0119,1.0203,1.0223,1.0216
9c5c,22.41,0.374,0,0,0,0.371,0.003,0,0,0,99.12,0.88,1.0223,1.0128,1.0119,1.0203,1.0223,1.0216
6d4d,22.379,0.352,0,0,0.011,0.273,0.068,0,0.003,3.084,77.609,19.303,1.3975,1.3949,1.3974,1.3951,1.3982,1.3953
5d4d,22.16,0.442,0,0,0.027,0.344,0.071,0.005,0.002,6.131,77.724,16.139,1.5016,1.5016,1.5017,1.4985,1.5023,1.4996
5d3d,20.856,0.462,0,0,0.031,0.342,0.089,0,0.016,6.75,73.929,19.305,1.3863,1.3863,1.3863,1.3822,1.3873,1.3838
7h5h,20.806,0.45,0,0,0.085,0.258,0.107,0,0.006,18.885,57.412,23.697,1.0738,1.0692,1.0737,1.0646,1.0778,1.0715
7c5c,20.806,0.45,0,0,0.085,0.258,0.107,0,0.006,18.885,57.412,23.697,1.0738,1.0692,1.0737,1.0646,1.0778,1.0715
6h5h,20.064,0.42,0,0,0.068,0.193,0.159,0.003,0.014,16.205,45.857,37.92,1.155,1.155,1.155,1.1473,1.1604,1.1518
6c5c,20.064,0.42,0,0,0.068,0.193,0.159,0.003,0.014,16.205,45.857,37.92,1.155,1.155,1.155,1.1473,1.1604,1.1518
7c4c,19.397,0.496,0,0,0,0.459,0.037,0,0,0,92.456,7.544,0.9727,0.968,0.9581,0.9717,0.9727,0.9718
7h4h,19.397,0.496,0,0,0,0.459,0.037,0,0,0,92.456,7.544,0.9727,0.968,0.9581,0.9717,0.9727,0.9718
6h4h,18.668,0.352,0,0,0.015,0.252,0.085,0,0,4.31,71.518,24.173,1.0696,1.0677,1.0693,1.0668,1.0707,1.0669
6c4c,18.668,0.352,0,0,0.015,0.252,0.085,0,0,4.31,71.518,24.173,1.0696,1.0677,1.0693,1.0668,1.0707,1.0669
5c4c,18.488,0.442,0,0,0.089,0.223,0.13,0.005,0.018,20.241,50.404,29.331,1.1724,1.1725,1.1725,1.163,1.1778,1.1698
5h4h,18.488,0.442,0,0,0.089,0.223,0.13,0.005,0.018,20.241,50.404,29.331,1.1724,1.1725,1.1725,1.163,1.1778,1.1698
5h3h,17.117,0.462,0,0,0.013,0.349,0.1,0.001,0.001,2.893,75.505,21.599,1.0813,1.0813,1.0813,1.0797,1.082,1.0791
5c3c,17.117,0.462,0,0,0.013,0.349,0.1,0.001,0.001,2.893,75.505,21.6,1.0813,1.0813,1.0813,1.0797,1.082,1.0791
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
565 unique items in table,,,,,,,,,,,,,,,,,,
